id,text
PMC9087757,"mothers' groups and Non‐Governmental Organizations).For data analysis a minimum required sample size of 100 women for each region was calculated as adequate to detect a minimum frequency on each Quality Measure of 4% ± 4%, with a confidence level of 96%."
PMC5516164,We have shown that a sample of 4000 women would obtain a precision of 0.03 SD at the 3rdor 97thcentile.
PMC8862285,"The final study dataset thus included 809 participants, 382 male participants and 427 female participants."
PMC9253545,"The initial CAC included 10 members, of whom 7 were cancer survivors and 3 were caregivers, 7 were White and 3 were Black, 7 were cisgender women and 3 were cisgender men."
PMC4026764,"MethodsFrom March 2008 to May 2009, 38 Behcet’s disease patients (20 women and 18 men) were prospectively analysed at the Kecioren Education and Research Hospital."
PMC8481279,"There were 71 female, 75 male, and 34 recruits did not provide their gender."
PMC7071593,"Ten cases with cortical cerebral microinfarctions (5 females and 5 males, age range 69–89 years) were randomly selected for the study (for details: Table1)."
PMC7071593,Staging of neuronal alpha-synuclein pathology [7] indicated Parkinson’s disease (PD) stage 0 in all cases except in case 10 (74 year old female at Parkinson’s stage 4).
PMC8923882,"The median age of the unexposed individuals at the time of study inclusion was 69 years, with participant ages ranging from 37 to 91 years, with 58% men and 42% women."
PMC4497594,There have been a number of proposed additions and modifications to the gravity model including adding covariates such as the percentage of the population that is male [33] or putting constraints on the number of trips [25] such as the singly or doubly constrained model.
PMC4395755,The bilateral lower extremities (108 legs) of all subjects were examined.The 35 subjects (21 males and 14 females) in their 20s were examined the most.
PMC7379605,"Participants had a mean age of 32.7 years (SD= 13.14, range 19–65 years) and 13 were male."
PMC3289189,This protocol is valid and suitable for active and sedentary men[22].
PMC5351833,"All data were collected with the permission of the Tanzanian Commission for Science and Technology (COSTECH) and the Tanzanian National Institute for Medical Research (NIMR).Individuals studiedA total of 75 adult individuals (37 women; 38 men), age 18 years or more, were included in this study."
PMC5351833,"The bush group (n = 25; 12 women, 13 men) consisted of people residing in bush camps located on the Gideru Ridge, (Buluku,Sangeli, andKisanakwipi)where the majority of diet was composed of wild foods."
PMC5351833,"The village group (n = 25; 19 women, 6 men) consisted of people residing in camps located within the village system of Mangola, (Manudu,Mandagau,Maweni,No!NaandTsiorobe) where diet was mostly composed of domesticated foods."
PMC5351833,"Across all groups, 36% (24% of women and 49% of men) had at least one visible carious lesion (Caries Vis) (seeFig 2)."
PMC8741560,"Social support40.03 ± 8.4712.0066.000.03-0.01-0.27***-0.26***0.36***1All data is standardized, the beta values are standardized regression coefficientsGender code 0 = male; 1 = female; ACEs = adverse childhood experiences*p< 0.05, ***p< 0.001"
PMC2852769,"Patients and methodsA group of 100 patients (43 male, 57 female) with a mean age (±SEM) of 79.4±0.8 years (range 47–94 years) with cardiac insufficiency was studied."
PMC4031489,"Two members were unaffected at the age of 65 (#3, female) and 45 (#8, male), neither inherited the mutation."
PMC4539102,"Patients were enrolled from the outpatient clinic at the Department of Rheumatology, Department of Ophthalmology (40 female and 3 men), mean (SD) age 61 (48–74) years."
PMC8319149,"Material and methodsStudy subjectsIn this cross-sectional study, we prospectively included 78 female RA patients attending the Rheumatology Clinic of University Hospital “St."
PMC8319149,"RA patients enrolled consisted of 78 women (mean age ± SD, 45.2 ± 13.7 years)."
PMC1180431,The first two vignettes described men aged 55 and 70 years respectively who presented with mild lower urinary tract symptoms (LUTS).
PMC8395239,"Colony FormationTo assess colony formation and affinity for fibronectin, cells were seeded on fibronectin coated wells in a density of 500 cells/cm2(passage 0), 222 cells/cm2(Men passage 2), 111 cells/cm2(Men passage 4), or 22 cells/cm2(FN-prog passage 4)."
PMC8395239,"To assess colony formation in absence of a prior fibronectin adhesion step, 11 cells/cm2(Men passage 2, FN-prog passage 4) and 6 cells/cm2(FN-prog passage 4).4.3."
PMC9348414,"[137: 10‐year‐old female, UK]The functionality of domestic practices can be seen to extend into play."
PMC9348414,"(112: 11‐year‐old female, UK)In the collection, there appears to be a particular relationship with lockdown time that allows for the noticing of the mundane, including surfacing of unconscious meanings into language."
PMC9348414,"There are also examples of nuanced wit that plays with contradictions, such as mockery, embracing the tenderness of the relational: 'old bald one (my dad)' (135: 15‐year‐old male, UK)."
PMC4537747,Negishi established in 81 women treated with trastuzumab that GLS decrease can predict cardiotoxicity and an 11% reduction was the optimal cut-off (confidence interval 8.3%–14.6%) [40].
PMC4554954,Materials and MethodsParticipantsEighteen people (12 males and 6 females) participated in both Experiments 1 and 2.
PMC9009340,"22D gray-scale ultrasound of a pregnant woman at 37 weeks GA showing BPD measuring 89.9 mm corresponding to 36 weeks + 2 days GAStatistical analysis was performed on a personal computer using IBM© SPSS© Statistics version 21 (IBM© Corp., Armonk, NY, USA)."
PMC4736242,"The current analysis includes all admissions with a primary or contributing diagnosis coded with the International Classification of Diseases (ICD-10) code A63.0 (anogenital warts) between 1 July 2004 and 30 June 2011, in females and males aged 10–39 years at admission."
PMC3371753,"A total of 60 Caucasian males, 30 South Asian males, 26 Caucasian females, and 13 South Asian females were studied, slightly exceeding the study design target sample of 120 subjects."
PMC8888560,"Moreover, men were more frequent in both groups (148 men, 59.7%).Most common comorbidities were obesity (n = 75, 30.2%), followed by arterial hypertension (n = 65, 26.2%) and diabetes mellitus (n = 26, 10.1%)."
PMC8354888,"The INT consecutive practice group (n= 15; 8 men, 7 women; mean age: 23.4 ± 2.1 years) practiced the cognitive task first followed by the motor task."
PMC8354888,"The INT concurrent practice group (n= 15; 8 men, 7 women; mean age: 25.7 ± 3.2 years) practiced the cognitive and the motor task simultaneously."
PMC8354888,"The CON group (n= 15; 8 men, 7 women; mean age: 22.8 ± 2.5 years) did not practice either of the tasks."
PMC7386609,"The analysis was performed on all 70 thickness measures for 504 older adult participants, n = 269 male (74.0 ±3.5 years) and 235 female (73.8±3.5 years) participants who had one or more children."
PMC6181660,"PARTICIPANTS AND METHODSThe study included 26 healthy, right-handed adults aged 20–30 years (14 males, 12 females).The mean age, height, and weight were 24.3 ± 3.5 years, 164.3 ± 7.8 cm, and 59.5 ± 9.5 kg,respectively."
PMC5452949,"Finally, among more than 30 volunteers who signed up, only 30 volunteers conformed to the requirements; they were then asked to participate in the experiment (12 males and 18 females; mean age = 20.10 years old, SD = 1.52)."
PMC4367164,MethodParticipantsTwenty-two undergraduate students (10 males and 12 females) participated.
PMC6456677,"All participants held a bachelor’s degree or higher, 51% were female, and the mean age was 30.25 years (SD = 3.59).Manipulation and MeasureWe created scenarios that resembled real encounters in workplace contexts."
PMC5485432,"‡Includes 5381 who emigrated abroad (2857 men); 3391 cancelled from GP registration (1383 men); 454 armed forces recruits (411 men); 96 residents of Northern Ireland or Isle of Man (52 men)We conducted analyses with SPSS Statistics 21, unless otherwise stated."
PMC8850519,"Ferritin Explant Immunohistochemistry (IHC) Staining After MeO-MBM TreatmentFrom an abdoplasty from a 51-year-old Caucasian woman, 21 skin explants of 11 mm (± 1 mm) average diameter were prepared."
