	journal-id	aff	year	PMCID	tokenized_METHODS
5647	carcin		2007	PMC2639248	
5648	YMJ		1998	PMC2687821	
5649	plosone	University of Bristol, United Kingdom	2007	PMC3023460	
5650	Nat Commun		1975	PMC3105313	
5651	BMC Cancer		2007	PMC2909207	
5652	Nucleic Acids Research		2005	PMC1669724	
5653	Mol. Bio. Cell		2004	PMC2982109	
5654	nar	Abteilung für Molekulare Strukturbiologie, Institut für Mikrobiologie und Genetik, Georg-August-Universität Göttingen, 37077 Göttingen, Germany	2008	PMC2709555	
5655	Hum Resour Health		2010	PMC3157412	
5656	plosone	Institut Pasteur Korea, Republic of Korea	1999	PMC2642998	
5657	Nucleic Acids Research		2002	PMC1347365	
5658	J. Cell Biol	 	1994	PMC2174277	
5659	plosone	IIT Research Institute, United States of America	2008	PMC3084276	
5660	Mol. Bio. Cell	University of Michigan Medical School	2000	PMC3078068	
5661	plosbiol	National Institute of Dental and Craniofacial Research, United States of America	2005	PMC2684528	
5662	Mol. Bio. Cell	University of Bristol	2006	PMC3172260	
5663	plosone	Saint Louis University, United States of America	2006	PMC3160337	
5664	plosntds	Institute of Tropical Medicine, Belgium	2006	PMC3167774	
5665	BMC Public Health		2009	PMC3003648	A total of 1384 adults (338 female and 996 male) constituted a cohort; and their records were used for endpoint analysis.
5666	BMC Public Health		2009	PMC3003648	Yes),' and this was followed by questions regarding frequency and quantity; we defined 'habitual drinker' in this study as saying 'yes' to previous question and drinking at least one time weekly, over one year, with alcohol consumption more than 40 g/day for males or 20 g/day for females[10].
5667	BMC Public Health		2009	PMC3003648	Hyperglycemia (Hyper-GL), hypertriglyceridemia (Hyper-TG) and low-HDL cholesterolemia (Low-HDL) were defined as fasting sugar ≥ 100 mg/dL, triglycerides ≥ 150.mg/dL and HDL < 40 mg/dL for males and < 50 for females (Bureau of Health Promotion in Department of Health, Taiwan) [11,12].
5668	J. Exp. Med	 	2000	PMC2193732	
5669	Nucleic Acids Research		1991	PMC1174905	
5670	BMC Genomics		2008	PMC2784480	
5671	Respir Res		2001	PMC1435893	
5672	Neuropsychiatric Disease and Treatment		2004	PMC2518388	
5673	J Mater Sci Mater Med		2004	PMC3085060	
5674	plosgen	University of Washington, United States of America	2008	PMC2904765	
5675	pqje	Dementia Research Centre, Institute of Neurology, University College London, London, UK	-2005	PMC2683716	
5676	BMC Proc		2008	PMC2712746	
5677	BMC Infect. Dis		2000	PMC2292195	
5678	BMC Vet Res		1997	PMC1586007	
5679	BMC Syst Biol		2007	PMC3108930	
5680	Br J Cancer		2001	PMC2361231	PATIENTS AND METHODSPatients and controlsThis study includes 59 patients with metastatic breast cancer, 36 patients with localised breast cancer and 24 healthy women as control subjects.
5681	Br J Cancer		2001	PMC2361231	The control subjects for autoantibody prevalence were 24 healthy women, with a median age of 53 years (range 28–59).
5682	BMC Public Health		2001	PMC2693135	
5683	TOBIOCJ		2000	PMC3104561	
5684	Genome Biol		2002	PMC2323216	
5685	Nucleic Acids Research		1997	PMC1388095	
5686	molbev		2005	PMC2515873	
5687	BMC Genet		1992	PMC2783031	
5688	ijms		1996	PMC2695263	
5689	plosone	Dresden University of Technology, Germany	1990	PMC2376064	
5690	acbcct		2004	PMC2796128	
5691	J. Cell Biol	 	1970	PMC2137813	
5692	plosone	University of Munich, Germany	1997	PMC1919423	
5693	BMC Biochem		2006	PMC3127830	
5694	Br J Cancer		1995	PMC2275480	
5695	Med Microbiol Immunol		2010	PMC2955911	
5696	Virol. J		1991	PMC1090624	
5697	plosone	Indiana University, United States of America	2008	PMC2919417	
5698	J Neuroeng Rehabil		2006	PMC2409358	
5699	nar		2002	PMC2926598	
5700	JKMS		2001	PMC2782206	Sex ratio was 49 males (15.1%) and 275 females (84.9%) in RA patients and 41 males (16.3%) and 210 females (83.7%) in other rheumatic diseases.
5701	plosmed		2003	PMC543463	
5702	Cancer Cell		2006	PMC2845806	
5703	J Transl Med		2001	PMC2174439	
5704	Eur J Dent		1998	PMC2635899	
5705	Lancet Neurol		1999	PMC2643048	The mean age at sampling was 38·7 (SD 10·8) years, and 51% were men.
5706	Respir Res		1998	PMC2567966	
5707	MI		2000	PMC1533907	
5708	Diabetes Care		2007	PMC2845015	
5709	Br J Cancer		1998	PMC2869166	
5710	Br J Cancer		1999	PMC2747575	
5711	BMC Bioinformatics		2008	PMC2823707	
5712	Environ. Health Perspect	Institut für Umweltmedizinische Forschung gGmbH an der Heinrich Heine-Universität, Toxicology, Düsseldorf, Germany	1994	PMC2717141	
5713	plosone	New York University, United States of America	1991	PMC2944886	
5714	J Exp Clin Assist Reprod		1992	PMC1413548	Human ovaries were collected from women, 23 to 45 years of age, undergoing oophorectomy for non-neoplastic indications.
5715	EID		2008	PMC2958012	
5716	plosone	University of Bremen, Germany	2006	PMC2712769	
5717	plosone	National Institute of Allergy and Infectious Diseases, National Institutes of Health, United States of America	2007	PMC2957427	
5718	bmj		1999	PMC2749164	
5719	J. Exp. Med	 	1998	PMC2193432	
5720	BMC Cancer		2003	PMC1829164	
5721	JCD	Department of Conservative Dentistry and Endodontics, Kamineni Institute of Dental Sciences, Andhra Pradesh, India	2009	PMC3099116	
5722	jexpmed	 	2001	PMC2211891	
5723	NRP		1981	PMC3061270	
5724	Clinics (Sao Paulo)		1994	PMC3164411	
5725	Breast Cancer (Auckl)		1983	PMC3076014	
5726	J. Cell Biol	 	1999	PMC2156120	
5727	Arthritis Res Ther		2005	PMC1526571	Among the 58 children of these 41 mothers, 45 children had a CHB (14 males, 18 females, 13 unknowns), five children had a cutaneous NLE (one male, four females), and eight children were healthy (three males, four females, one unknown).
5728	BMC Biophys		2005	PMC3146460	
5729	jcb	 	2005	PMC2064217	
5730	CBE-LSE		2009	PMC3046884	
5731	LI		2009	PMC2893430	
5732	BMC Psychiatry		1998	PMC2837616	
5733	BMC Med Inform Decis Mak		2007	PMC2582794	
5734	Genome Biol		2001	PMC2246265	
5735	BMC Res Notes		2004	PMC3050730	
5736	Radiat Oncol		2006	PMC2949679	
5737	imm		1996	PMC2992690	
5738	EID		1975	PMC2600406	
5739	BMC Neurol		2005	PMC2889932	
5740	plosone	Leiden University Medical Center, Netherlands	2008	PMC2901336	
5741	toxsci		2002	PMC2840218	
5742	BMC Syst Biol		2004	PMC3060864	Query: 'Find all Patients which simultaneously have anthropometric attributes Age >30, Sex male and BMI-BeforeTraining >= 10, are diagnosed with Smoking status = 1 and Packs per >= 10 and whose Physiology has been measured with Walk-AfterTraining >= 120 and Walk-BeforeTraining <= 100.
5743	Theor Biol Med Model		1978	PMC2736922	
5744	Br J Cancer		1992	PMC2361915	
5745	DENTISTRY		2002	PMC3170051	
5746	JKMS		2003	PMC3069567	
5747	plosone	University of Medicine and Dentistry of New Jersey, United States of America	1994	PMC3143157	
5748	J. Exp. Med	 	2001	PMC2195968	
5749	BMC Genomics		2002	PMC1802077	
5750	plosone	Cedars-Sinai Medical Center and University of California Los Angeles, United States of America	2007	PMC2796169	
5751	J Comput Sci Syst Biol	Department of Physics & the Comprehensive Diabetes Center, University of Alabama at Birmingham, 1300 University Blvd, Birmingham, AL 35294, USA	2004	PMC2818071	
5752	Breast Cancer Res		2004	PMC2949660	A total of 186 women were recruited to the study; 120 healthy women with no malignant disease but some visible density in the mammograms, referred to here as healthy women, and 66 women with a newly diagnosed breast cancer.
5753	Breast Cancer Res		2004	PMC2949660	Of the 79 biopsies from healthy women, 5 had been obtained from a benign lesion.
5754	Breast Cancer Res		2004	PMC2949660	For the 79 healthy women, this probe filtration resulted in an expression dataset of 9,767 probes and 79 arrays each representing one individual.
5755	jcb	Division of Molecular Oncology, Institute for Cancer Research and Treatment, University of Torino School of Medicine, 10060 Candiolo (Torino), Italy	2004	PMC2064708	
5756	cncr		2008	PMC3117020	
5757	Mol. Bio. Cell		2003	PMC2912361	
5758	J Ocul Biol Dis Infor	Department of Ophthalmology and Visual Sciences, Moran Eye Center, University of Utah School of Medicine, 65 Mario Capecchi Drive, Salt Lake City, Utah 84132 USA 	1986	PMC2600549	
5759	Br J Cancer		2004	PMC2361278	
5760	J. Exp. Med	 	1989	PMC2211935	
5761	Filaria J		1999	PMC151680	
5762	BMC Biol		2000	PMC551613	
5763	BMC Cell Biol		1973	PMC2211300	
5764	plosmed		1999	PMC529423	
5765	J. Exp. Med	From the	1996	PMC2212455	
5766	nar		2007	PMC2853140	
5767	Int J Health Geogr		2006	PMC2661317	
5768	J. Cell Biol	 	1999	PMC2174305	
5769	GRP		2001	PMC2796221	
5770	BMC Med		2003	PMC3000370	
5771	Environ. Health Perspect		2001	PMC2137134	
5772	J Transl Med		2006	PMC2716306	
5773	BMC Bioinformatics		1999	PMC2957680	
5774	Structure		2005	PMC2807035	
5775	BMC Genomics		2003	PMC1435886	
5776	Mol Cancer		1989	PMC2774294	
5777	J. Cell Biol	 	1996	PMC2196876	
5778	BMC Cancer		1997	PMC459225	
5779	J. Exp. Med	From the	1994	PMC2196312	
5780	Mol Syst Biol		2004	PMC2132447	
5781	Arthritis Res		1995	PMC34114	
5782	BioData Min		2003	PMC2556670	
5783	J Carcinog		2006	PMC1904439	
5784	Nat. Biotechnol.		2001	PMC3140076	
5785	Health Qual Life Outcomes		2006	PMC2995780	
5786	plosone	University of Minnesota, United States of America	1994	PMC2958147	
5787	BMC Nephrol		1992	PMC2868841	
5788	BMC Complement Altern Med		1991	PMC1468427	
5789	Diagn Pathol		2002	PMC3073215	
5790	Int J Behav Nutr Phys Act		1995	PMC2098777	Therefore, we took medical costs from a study due to Oster et al., which includes obese men and women [49].
5791	plosone	National Institutes of Health, United States of America	1995	PMC3153462	
5792	Cancer Gene Ther.		1999	PMC2856737	
5793	Br J Cancer	Division of Gynecologic Oncology, University of Brescia, Brescia, Italy	1996	PMC2746546	
5794	Br J Cancer		2005	PMC2361301	
5795	JBC	the	2009	PMC2859537	
5796	J. Exp. Med	 	1998	PMC2193140	PCR products were cloned and sequenced by standard procedures.Nested PCR.To reevaluate the distribution of Wolbachia in a population of 50 male and 50 female B. malayi13, a nested PCR was developed.
5797	BMC Public Health		2007	PMC2955696	
5798	J. Steroid Biochem. Mol. Biol		2002	PMC2937210	
5799	CO		2002	PMC2442764	
5800	BMC Health Serv Res		2005	PMC2670825	We studied medical records on 118 male and 91 female patients, mean age of 55.6 years.
5801	NRP	Department of Food and Nutrition, Seoul Women's University, 623 Hwarangro, Nowon-gu, Seoul 139-774, Korea.	2002	PMC3061275	
5802	plosone	Tor Vergata University of Rome, Italy	2002	PMC3141024	
5803	J Foot Ankle Res		2008	PMC2562125	
5804	plosone	Institut Jacques Monod, France	2004	PMC3172254	
5805	Reprod Biol Endocrinol		2006	PMC2694199	
5806	plosone	Harvard Medical School, United States of America	2001	PMC2525837	
5807	Arthritis Res Ther		2004	PMC2833562	
5808	plosone	University of Maribor, Slovenia	2001	PMC3110782	
5809	plosone	Health Canada, Canada	2006	PMC2801616	
5810	nar		2010	PMC3141246	
5811	Genome Biol		2004	PMC1175952	
5812	SJG		1998	PMC2981841	
5813	plosone	Julius-Maximilians-Universität Würzburg, Germany 	2006	PMC3021520	
5814	Cancer Cell Int		1989	PMC3173286	
5815	nar	 	2008	PMC2965252	
5816	plosone	Karolinska Institutet, Sweden	2005	PMC3128596	
5817	J Inherit Metab Dis		2006	PMC3109261	
5818	BMC Health Serv Res		2006	PMC2527562	
5819	ndt		2009	PMC3084439	
5820	Bioinformation	Bioinformatics Centre, Pondicherry University, Pondicherry - 605 014; India	1999	PMC1891698	
5821	nar		2000	PMC2808967	
5822	Arthritis Res Ther		2007	PMC2888202	
5823	Biochem. Biophys. Res. Commun		2001	PMC2096715	
5824	J Neuroengineering Rehabil		1999	PMC1592501	
5825	Mol Cancer		2006	PMC2864217	
5826	plosone	Virginia Commonwealth University, United States of America	1982	PMC3064677	
5827	Trials		2000	PMC2949852	
5828	BMC Bioinformatics		2005	PMC2912305	
5829	plosone	Center for Genomic Regulation, Spain	2004	PMC3044735	
5830	plosone	Harvard University, United States of America	2007	PMC2996311	
5831	plosone	King Abdullah University of Science and Technology, Saudi Arabia	2004	PMC3105043	
5832	Med Health Care Philos	Department of Ethics, Philosophy and History of Medicine, University Medical Centre, Nijmegen, The Neatherlands 	2007	PMC2778675	
5833	Br J Cancer		1998	PMC2360665	
5834	plosone	New York University, United States of America	1997	PMC2840026	
5835	plosone	University of Minnesota, United States of America	2008	PMC3046119	
5836	plosone	Bauer Research Foundation, United States of America	2006	PMC2691960	
5837	plosone	Vrije Universiteit Amsterdam, Netherlands	2003	PMC2575401	Forty three individuals participated in both the Phase 2 and Phase 3 studies and had a repeat EEG after 2 years under the same paradigm.PHASE 3: EEG linkage study373 volunteers (215 women, 158 men) were recruited: 256 of the original Phase 1 study participants and 117 of their family members.
5838	J. Cell Biol	 	1998	PMC2173638	
5839	jem		1997	PMC3173238	
5840	Nucleic Acids Research		2002	PMC1807971	
5841	plosone	Brunel University, United Kingdom	1998	PMC2862719	
5842	J Biomed Sci		2006	PMC2653522	
5843	Environ. Health Perspect		2006	PMC1797832	
5844	Br J Cancer		1998	PMC2361738	
5845	J Fam Econ Issues		2006	PMC2924498	
5846	nar		2002	PMC1933229	
5847	Mol Cancer		2000	PMC2335103	
5848	BMC Microbiol		1999	PMC1797047	
5849	Genome Biol		1994	PMC3091328	
5850	J Mol Med (Berl)		2010	PMC3170468	
5851	Arthritis Res Ther		2003	PMC1794522	A total of 40 patients (aged 70.8 ± 7.9 years (mean ± standard deviation (SD)); 18 males, 22 females) classified as having OA according to recognized American College of Rheumatology clinical criteria were included in this study [21].
5852	Arthritis Res Ther		2003	PMC1794522	A total of 16 bone specimens of medial tibial plateaus from normal individuals (aged 61.5 ± 15.6 years (mean ± SD); 9 males, 7 females) were collected at autopsy within 12 h of death.
5853	nar		2008	PMC3017602	
5854	plospath	Harvard Medical School, United States of America	1996	PMC2613535	
5855	Environ. Health Perspect		2002	PMC2920919	
5856	Nat. Cell Biol.		2008	PMC2779731	
5857	plosbiol		2001	PMC449851	
5858	BMC Pediatr		2004	PMC2718873	
5859	Nucleic Acids Research		2004	PMC1669761	
5860	plosone	Mayo Clinic College of Medicine, United States of America	2006	PMC1952072	
5861	plosone	National Institute on Aging, United States of America	2000	PMC2975627	2) testis RNA from 72 year old male (Stratagene).
5862	plosone	National Institute on Aging, United States of America	2000	PMC2975627	3, 4, 5) Total RNA was extracted by Trizol from normal adult testis samples from 23, 21 and 29 year old males (NDRI, Philadelphia, PA).CTCF knock down by RNAiHCT-15 and HCT-116 cell lines were transfected with 5 mM of human CTCF ON-TARGETplus SMART pool siRNA (Dharmacon Inc., Lafayette, CO).
5863	Target Oncol		2005	PMC2778706	
5864	Environ Health		2008	PMC2673208	
5865	Int Orthop		2002	PMC2903101	
5866	Br J Cancer		1995	PMC2395319	Breast tumour tissues were obtained from 14 female patients at participating hospitals of the Ontario Provincial Steroid Hormone Receptor Program.
5867	nar		2010	PMC3013776	
5868	nar	Computational Bioscience Research Center (CBRC), 4700 King Abdullah University of Science and Technology (KAUST), Thuwal 23955-6900, Kingdom of Saudi Arabia	2004	PMC3013796	
5869	J Neurooncol		2003	PMC2808534	
5870	plosone	The George Washington University Medical Center, United States of America	1994	PMC3073948	
5871	Mol Syst Biol		2005	PMC2795474	
5872	Mol Cytogenet		2002	PMC3045370	
5873	J. Exp. Med	 	1997	PMC2118667	
5874	plospath	NIH/NIAID, United States of America	1995	PMC2978727	
5875	plosntds	Weill Medical College of Cornell University, United States of America	2000	PMC2668800	
5876	plosone	New York University School of Medicine, United States of America	1995	PMC2721656	
5877	Br J Cancer		2003	PMC2275484	
5878	plosone	Dresden University of Technology, Germany	2006	PMC2685983	
5879	Lipids Health Dis		1995	PMC2881050	
5880	nar		2009	PMC3013675	
5881	Mol Biol Rep		2003	PMC3071932	
5882	plosone	University of Arkansas for Medical Sciences, United States of America	1991	PMC2575382	
5883	Int Semin Surg Oncol		2006	PMC2008197	
5884	Genome Biol		2001	PMC1810558	
5885	Diabetes Care		2003	PMC2858200	RESEARCH DESIGN AND METHODSA total of 83 overweight/obese sedentary men and women (BMI 35.3 ± 4.5 kg/m2; aged 55.0 ± 8.4 years) with type 2 diabetes were recruited by public advertisement (Fig.
5886	JT		2009	PMC3026972	
5887	plosone	Whitehead Institute, United States of America	2004	PMC2198940	
